Id,Category
2252,1
2253,1
2254,7
2255,6
2256,9
2257,2
2258,3
2259,10
2260,0
2261,6
2262,7
2263,5
2264,7
2265,10
2266,9
2267,9
2268,10
2269,9
2270,7
2271,6
2272,6
2273,9
2274,3
2275,7
2276,8
2277,2
2278,10
2279,10
2280,3
2281,10
2282,7
2283,0
2284,1
2285,3
2286,0
2287,10
2288,7
2289,8
2290,7
2291,9
2292,3
2293,1
2294,0
2295,4
2296,10
2297,3
2298,2
2299,9
2300,1
2301,1
2302,6
2303,7
2304,7
2305,7
2306,9
2307,1
2308,7
2309,9
2310,0
2311,5
2312,6
2313,3
2314,2
2315,1
2316,9
2317,1
2318,5
2319,0
2320,2
2321,1
2322,7
2323,0
2324,7
2325,10
2326,9
2327,10
2328,6
2329,6
2330,10
2331,0
2332,10
2333,2
2334,4
2335,6
2336,3
2337,3
2338,1
2339,0
2340,3
2341,9
2342,1
2343,3
2344,0
2345,10
2346,1
2347,1
2348,8
2349,7
2350,1
2351,10
2352,9
2353,4
2354,2
2355,10
2356,1
2357,5
2358,6
2359,9
2360,3
2361,10
2362,8
2363,0
2364,1
2365,0
2366,2
2367,7
2368,8
2369,1
2370,1
2371,10
2372,1
2373,9
2374,8
2375,0
2376,9
2377,7
2378,7
2379,3
2380,4
2381,10
2382,8
2383,10
2384,9
2385,10
2386,10
2387,6
2388,1
2389,3
2390,8
2391,3
2392,4
2393,7
2394,8
2395,3
2396,4
2397,7
2398,8
2399,2
2400,9
2401,9
2402,7
2403,1
2404,7
2405,5
2406,1
2407,1
2408,7
2409,1
2410,7
2411,8
2412,10
2413,0
2414,6
2415,7
2416,7
2417,8
2418,5
2419,10
2420,9
2421,9
2422,6
2423,9
2424,9
2425,8
2426,7
2427,2
2428,10
2429,5
2430,2
2431,3
2432,7
2433,10
2434,7
2435,1
2436,9
2437,0
2438,7
2439,6
2440,1
2441,3
2442,0
2443,5
2444,1
2445,6
2446,9
2447,1
2448,1
2449,10
2450,0
2451,10
2452,1
2453,8
2454,10
2455,10
2456,6
2457,1
2458,0
2459,3
2460,5
2461,2
2462,9
2463,1
2464,2
2465,10
2466,5
2467,1
2468,7
2469,10
2470,7
2471,10
2472,0
2473,3
2474,1
2475,0
2476,9
2477,9
2478,5
2479,4
2480,0
2481,5
2482,3
2483,7
2484,3
2485,7
2486,1
2487,6
2488,0
2489,5
2490,10
2491,7
2492,5
2493,3
2494,3
2495,1
2496,9
2497,8
2498,3
2499,7
2500,8
2501,10
2502,3
2503,7
2504,1
2505,7
2506,3
2507,0
2508,5
2509,5
2510,6
2511,9
2512,3
2513,3
2514,3
2515,6
2516,1
2517,7
2518,7
2519,4
2520,10
2521,6
2522,9
2523,9
2524,7
2525,9
2526,8
2527,6
2528,9
2529,0
2530,10
2531,10
2532,9
2533,1
2534,9
2535,1
2536,7
2537,8
2538,1
2539,6
2540,0
2541,0
2542,5
2543,10
2544,3
2545,7
2546,7
2547,3
2548,9
2549,8
2550,0
2551,5
2552,3
2553,7
2554,7
2555,7
2556,10
2557,1
2558,10
2559,0
2560,7
2561,1
2562,7
2563,7
2564,8
2565,3
2566,3
2567,8
2568,1
2569,7
2570,9
2571,6
2572,3
2573,5
2574,1
2575,6
2576,3
2577,1
2578,3
2579,9
2580,4
2581,6
2582,1
2583,10
2584,1
2585,8
2586,7
2587,3
2588,8
2589,7
2590,3
2591,7
2592,3
2593,2
2594,7
2595,9
2596,0
2597,5
2598,2
2599,3
2600,9
2601,7
2602,7
2603,3
2604,0
2605,7
2606,7
2607,6
2608,7
2609,6
2610,10
2611,8
2612,10
2613,8
2614,7
2615,1
2616,7
2617,4
2618,8
2619,9
2620,8
2621,0
2622,8
2623,0
2624,8
2625,2
2626,4
2627,6
2628,3
2629,6
2630,9
2631,3
2632,3
2633,6
2634,8
2635,0
2636,8
2637,7
2638,8
2639,4
2640,1
2641,6
2642,3
2643,8
2644,10
2645,8
2646,1
2647,1
2648,6
2649,7
2650,2
2651,6
2652,7
2653,1
2654,6
2655,9
2656,3
2657,2
2658,2
2659,9
2660,3
2661,9
2662,0
2663,9
2664,7
2665,2
2666,0
2667,1
2668,7
2669,6
2670,3
2671,10
2672,6
2673,10
2674,5
2675,10
2676,3
2677,10
2678,1
2679,6
2680,7
2681,2
2682,10
2683,3
2684,7
2685,5
2686,10
2687,1
2688,4
2689,8
2690,3
2691,1
2692,7
2693,6
2694,0
2695,9
2696,7
2697,1
2698,3
2699,9
2700,0
2701,0
2702,9
2703,0
2704,9
2705,8
2706,8
2707,6
2708,9
2709,1
2710,1
2711,3
2712,10
2713,0
2714,8
2715,1
2716,3
2717,9
2718,9
2719,6
2720,7
2721,10
2722,7
2723,9
2724,7
2725,0
2726,0
2727,6
2728,7
2729,3
2730,4
2731,1
2732,9
2733,9
2734,9
2735,9
2736,9
2737,6
2738,10
2739,7
2740,7
2741,9
2742,3
2743,8
2744,10
2745,10
2746,8
2747,9
2748,1
2749,7
2750,7
2751,7
2752,3
2753,3
2754,9
2755,3
2756,7
2757,3
2758,1
2759,0
2760,1
2761,3
2762,10
2763,7
2764,6
2765,3
2766,1
2767,9
2768,8
2769,3
2770,9
2771,0
2772,1
2773,9
2774,3
2775,1
2776,8
2777,4
2778,10
2779,0
2780,5
2781,3
2782,8
2783,6
2784,8
2785,1
2786,7
2787,9
2788,10
2789,7
2790,8
2791,9
2792,0
2793,8
2794,7
2795,10
2796,0
